Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas4564          Pavarde4564         10   6    8    8    9    9    6    2    9    1    7    
Vardas4565          Pavarde4565         7    9    1    2    2    1    9    7    10   8    6    
Vardas4566          Pavarde4566         8    7    5    8    3    3    6    10   2    4    9    
Vardas4567          Pavarde4567         2    3    5    1    6    9    7    7    7    1    4    
Vardas4568          Pavarde4568         5    2    1    4    10   9    7    8    10   10   6    
Vardas4569          Pavarde4569         1    6    3    4    4    3    9    5    10   10   4    
Vardas4570          Pavarde4570         10   5    2    9    5    9    7    7    5    1    3    
Vardas4571          Pavarde4571         7    10   9    6    4    4    8    7    4    5    8    
Vardas4572          Pavarde4572         3    1    3    4    5    6    2    5    4    4    10   
Vardas4573          Pavarde4573         10   2    3    3    9    3    2    2    10   6    2    
Vardas4574          Pavarde4574         3    5    9    6    10   1    5    4    9    5    7    
Vardas4575          Pavarde4575         1    7    3    9    3    8    10   6    10   6    7    
Vardas4576          Pavarde4576         9    4    8    4    2    2    8    4    2    9    3    
Vardas4577          Pavarde4577         1    5    6    4    1    6    5    3    3    10   1    
Vardas4578          Pavarde4578         3    6    7    6    6    1    4    9    8    1    10   
Vardas4579          Pavarde4579         8    5    10   3    9    4    10   10   6    6    2    
Vardas4580          Pavarde4580         4    4    1    5    10   5    3    6    8    3    9    
Vardas4581          Pavarde4581         6    7    9    1    9    8    1    7    4    6    3    
Vardas4582          Pavarde4582         9    9    5    5    9    7    8    4    3    10   4    
Vardas4583          Pavarde4583         6    3    6    2    6    2    5    1    10   6    2    
Vardas4584          Pavarde4584         7    9    1    3    3    7    3    1    5    1    9    
Vardas4585          Pavarde4585         4    7    2    6    7    2    4    5    6    5    7    
Vardas4586          Pavarde4586         2    10   4    9    10   4    1    8    10   7    7    
Vardas4587          Pavarde4587         1    3    1    8    3    5    1    4    3    10   4    
Vardas4588          Pavarde4588         3    1    4    4    8    4    1    1    3    5    9    
Vardas4589          Pavarde4589         10   4    9    2    2    5    3    2    9    7    9    
Vardas4590          Pavarde4590         9    8    3    3    1    6    5    4    4    6    8    
Vardas4591          Pavarde4591         3    6    5    9    8    6    7    2    10   5    8    
Vardas4592          Pavarde4592         6    4    7    2    3    7    8    10   4    1    5    
Vardas4593          Pavarde4593         5    9    4    9    4    6    4    10   4    8    4    
Vardas4594          Pavarde4594         10   3    3    8    2    3    1    7    6    1    4    
Vardas4595          Pavarde4595         10   2    5    4    9    5    5    8    2    4    4    
Vardas4596          Pavarde4596         10   8    9    10   9    7    5    3    6    6    3    
Vardas4597          Pavarde4597         10   5    1    2    5    6    5    3    8    4    6    
Vardas4598          Pavarde4598         2    7    3    10   6    1    6    2    9    3    10   
Vardas4599          Pavarde4599         4    4    9    10   4    10   10   6    3    3    1    
Vardas4600          Pavarde4600         8    3    8    10   3    2    9    9    2    2    9    
Vardas4601          Pavarde4601         8    6    2    9    8    9    3    10   9    5    8    
Vardas4602          Pavarde4602         2    4    4    3    10   5    7    6    5    7    8    
Vardas4603          Pavarde4603         4    10   9    6    10   3    9    10   6    2    2    
Vardas4604          Pavarde4604         7    7    1    9    1    6    7    5    5    4    8    
Vardas4605          Pavarde4605         9    7    2    4    2    9    2    7    8    5    9    
Vardas4606          Pavarde4606         9    2    7    5    8    6    4    4    5    1    4    
Vardas4607          Pavarde4607         3    10   9    8    9    1    6    6    3    3    6    
Vardas4608          Pavarde4608         8    10   5    8    9    6    2    9    5    7    4    
Vardas4609          Pavarde4609         10   5    7    2    3    1    9    8    7    9    7    
Vardas4610          Pavarde4610         5    4    8    7    8    7    2    9    1    9    8    
Vardas4611          Pavarde4611         7    8    2    9    1    1    7    10   6    2    6    
Vardas4612          Pavarde4612         1    5    3    7    9    7    8    6    9    9    8    
Vardas4613          Pavarde4613         3    7    2    9    10   3    8    8    7    9    3    
Vardas4614          Pavarde4614         8    7    8    10   10   2    1    6    10   6    9    
Vardas4615          Pavarde4615         2    6    10   8    2    4    2    8    1    4    1    
Vardas4616          Pavarde4616         10   10   7    5    6    4    8    8    2    5    7    
Vardas4617          Pavarde4617         5    10   4    8    7    3    10   6    10   4    4    
Vardas4618          Pavarde4618         3    5    8    9    6    3    1    6    8    10   5    
Vardas4619          Pavarde4619         2    1    9    5    8    5    4    4    6    4    6    
Vardas4620          Pavarde4620         2    2    7    9    10   6    10   9    2    7    3    
Vardas4621          Pavarde4621         7    7    1    2    8    2    9    3    6    7    4    
Vardas4622          Pavarde4622         2    3    5    1    10   9    2    8    4    8    8    
Vardas4623          Pavarde4623         5    6    6    1    6    6    1    1    6    5    10   
Vardas4624          Pavarde4624         6    10   7    8    10   4    8    6    2    10   7    
Vardas4625          Pavarde4625         5    9    3    4    6    3    9    4    7    6    7    
Vardas4626          Pavarde4626         7    7    2    6    5    8    1    9    8    1    10   
Vardas4627          Pavarde4627         6    9    7    1    1    8    4    7    7    7    10   
Vardas4628          Pavarde4628         5    2    10   3    5    1    3    7    6    6    1    
Vardas4629          Pavarde4629         8    5    9    9    6    2    2    9    7    1    10   
Vardas4630          Pavarde4630         5    4    8    9    6    4    6    5    3    5    5    
Vardas4631          Pavarde4631         8    8    4    3    6    10   10   8    5    1    7    
Vardas4632          Pavarde4632         10   2    4    6    8    10   7    6    4    4    3    
Vardas4633          Pavarde4633         6    1    10   10   2    8    6    9    8    2    8    
Vardas4634          Pavarde4634         3    5    7    7    10   2    9    8    8    4    1    
Vardas4635          Pavarde4635         10   4    2    3    5    5    8    5    10   1    1    
Vardas4636          Pavarde4636         5    8    9    9    3    9    2    6    4    5    4    
Vardas4637          Pavarde4637         5    3    3    3    3    6    5    1    8    3    8    
Vardas4638          Pavarde4638         5    7    4    8    1    4    4    9    2    10   4    
Vardas4639          Pavarde4639         1    6    3    4    7    4    10   2    9    10   9    
Vardas4640          Pavarde4640         3    8    8    6    1    1    4    9    10   5    10   
Vardas4641          Pavarde4641         10   5    3    4    5    3    5    1    5    5    10   
Vardas4642          Pavarde4642         4    1    5    10   1    8    10   8    4    10   9    
Vardas4643          Pavarde4643         6    6    4    7    8    8    1    3    6    3    5    
Vardas4644          Pavarde4644         7    4    1    8    10   2    4    7    4    6    10   
Vardas4645          Pavarde4645         8    5    10   10   4    5    6    2    4    7    10   
Vardas4646          Pavarde4646         4    10   8    7    3    1    9    8    3    1    1    
Vardas4647          Pavarde4647         2    1    4    5    3    1    7    3    4    7    8    
Vardas4648          Pavarde4648         8    3    8    1    7    2    9    5    9    2    9    
Vardas4649          Pavarde4649         6    8    8    4    6    10   8    3    9    7    5    
Vardas4650          Pavarde4650         7    5    10   10   7    7    2    7    10   6    6    
Vardas4651          Pavarde4651         5    1    4    10   10   7    4    5    6    8    4    
Vardas4652          Pavarde4652         3    9    1    6    10   4    10   9    1    5    8    
Vardas4653          Pavarde4653         3    2    6    10   4    5    4    7    7    9    2    
Vardas4654          Pavarde4654         2    4    10   8    8    10   4    5    6    5    5    
Vardas4655          Pavarde4655         9    3    10   7    2    7    10   8    5    5    5    
Vardas4656          Pavarde4656         7    7    1    1    4    2    5    1    9    8    5    
Vardas4657          Pavarde4657         1    2    1    3    9    4    7    8    2    3    8    
Vardas4658          Pavarde4658         7    1    5    3    9    7    1    1    1    8    4    
Vardas4659          Pavarde4659         9    7    4    7    8    10   9    8    4    2    2    
Vardas4660          Pavarde4660         2    8    3    6    9    4    7    4    5    6    5    
Vardas4661          Pavarde4661         3    5    4    5    4    4    7    10   2    6    3    
Vardas4662          Pavarde4662         9    2    1    1    4    2    4    5    6    4    1    
Vardas4663          Pavarde4663         7    5    4    9    1    7    7    8    2    6    5    
Vardas4664          Pavarde4664         8    6    8    6    4    10   3    2    9    7    4    
Vardas4665          Pavarde4665         4    6    7    4    10   6    4    6    7    7    8    
Vardas4666          Pavarde4666         2    1    2    3    7    5    9    10   10   5    4    
Vardas4667          Pavarde4667         5    8    8    3    6    10   3    9    7    7    6    
Vardas4668          Pavarde4668         10   8    9    2    6    7    3    6    7    5    6    
Vardas4669          Pavarde4669         6    4    6    10   8    8    8    2    2    6    1    
Vardas4670          Pavarde4670         4    10   1    10   1    3    3    6    3    4    7    
Vardas4671          Pavarde4671         5    4    9    2    6    6    7    1    2    5    4    
Vardas4672          Pavarde4672         3    6    3    6    7    7    6    7    6    4    2    
Vardas4673          Pavarde4673         4    8    8    1    9    2    2    6    9    9    5    
Vardas4674          Pavarde4674         8    7    8    8    1    7    5    1    6    9    8    
Vardas4675          Pavarde4675         1    1    7    4    10   1    4    8    6    6    9    
Vardas4676          Pavarde4676         4    8    5    2    8    1    1    10   4    5    3    
Vardas4677          Pavarde4677         4    4    8    6    1    6    8    5    2    9    5    
Vardas4678          Pavarde4678         3    1    1    9    4    10   10   5    3    8    3    
Vardas4679          Pavarde4679         5    1    10   10   8    9    6    6    1    1    3    
Vardas4680          Pavarde4680         10   1    6    9    1    9    1    4    2    7    4    
Vardas4681          Pavarde4681         6    1    6    10   4    2    3    8    8    9    9    
Vardas4682          Pavarde4682         2    3    8    2    3    3    5    5    10   3    4    
Vardas4683          Pavarde4683         2    9    3    2    6    3    7    6    10   4    2    
Vardas4684          Pavarde4684         7    5    6    8    1    1    7    7    7    5    6    
Vardas4685          Pavarde4685         8    6    1    2    1    2    1    9    7    6    10   
Vardas4686          Pavarde4686         4    4    2    5    6    1    3    8    2    10   5    
Vardas4687          Pavarde4687         6    6    10   9    8    10   5    5    1    2    6    
Vardas4688          Pavarde4688         6    1    5    8    5    3    9    7    3    10   10   
Vardas4689          Pavarde4689         2    1    3    5    7    7    3    1    7    2    1    
Vardas4690          Pavarde4690         1    8    7    8    6    4    10   9    10   10   4    
Vardas4691          Pavarde4691         2    3    5    1    7    1    3    5    5    4    3    
Vardas4692          Pavarde4692         5    5    8    4    8    4    4    8    8    8    5    
Vardas4693          Pavarde4693         9    2    3    1    10   7    2    5    9    8    8    
Vardas4694          Pavarde4694         2    4    3    9    4    3    10   8    9    7    10   
Vardas4695          Pavarde4695         7    6    1    5    3    2    5    3    7    8    3    
Vardas4696          Pavarde4696         8    4    8    3    2    2    4    9    9    1    9    
Vardas4697          Pavarde4697         7    5    6    6    9    6    3    9    3    6    5    
Vardas4698          Pavarde4698         3    2    2    6    10   2    9    6    9    10   5    
Vardas4699          Pavarde4699         5    6    9    5    9    10   6    3    9    10   8    
Vardas4700          Pavarde4700         7    5    3    9    3    8    7    10   9    6    10   
Vardas4701          Pavarde4701         5    1    10   3    4    8    5    1    7    9    8    
Vardas4702          Pavarde4702         6    10   5    10   10   5    5    2    1    8    10   
Vardas4703          Pavarde4703         4    4    9    3    3    5    2    1    10   3    10   
Vardas4704          Pavarde4704         9    1    6    2    6    3    9    8    4    4    1    
Vardas4705          Pavarde4705         8    5    5    6    1    8    10   5    3    1    7    
Vardas4706          Pavarde4706         1    1    4    5    2    1    6    1    5    3    10   
Vardas4707          Pavarde4707         1    4    9    2    9    2    6    8    1    6    1    
Vardas4708          Pavarde4708         7    8    9    6    6    9    5    9    6    3    3    
Vardas4709          Pavarde4709         1    7    2    2    7    7    8    1    6    6    5    
Vardas4710          Pavarde4710         7    5    10   5    8    2    9    9    8    7    8    
Vardas4711          Pavarde4711         4    1    7    5    4    5    10   6    4    1    4    
Vardas4712          Pavarde4712         9    2    10   6    8    7    7    1    3    10   8    
Vardas4713          Pavarde4713         2    3    1    9    2    10   5    1    8    2    7    
Vardas4714          Pavarde4714         4    5    5    10   1    9    9    2    6    9    4    
Vardas4715          Pavarde4715         8    3    1    10   10   2    2    7    10   8    8    
Vardas4716          Pavarde4716         2    8    2    5    9    1    2    9    7    6    3    
Vardas4717          Pavarde4717         4    6    3    8    3    1    10   3    9    5    5    
Vardas4718          Pavarde4718         2    7    8    4    8    9    7    3    4    7    9    
Vardas4719          Pavarde4719         8    1    4    10   2    10   9    3    4    3    3    
Vardas4720          Pavarde4720         9    3    6    1    10   4    2    10   8    7    4    
Vardas4721          Pavarde4721         1    7    7    6    4    10   3    9    5    8    1    
Vardas4722          Pavarde4722         9    2    1    6    2    8    2    2    6    7    5    
Vardas4723          Pavarde4723         9    10   7    8    6    10   8    5    10   7    10   
Vardas4724          Pavarde4724         2    10   6    7    10   10   8    2    6    3    5    
Vardas4725          Pavarde4725         3    6    3    3    7    8    4    2    4    2    5    
Vardas4726          Pavarde4726         8    1    5    3    9    8    2    9    4    6    3    
Vardas4727          Pavarde4727         1    5    6    8    5    10   6    10   9    2    1    
Vardas4728          Pavarde4728         3    4    2    5    1    7    4    8    1    1    8    
Vardas4729          Pavarde4729         10   6    9    4    9    4    2    4    5    3    2    
Vardas4730          Pavarde4730         4    2    10   9    9    7    2    8    1    5    2    
Vardas4731          Pavarde4731         3    10   10   2    10   10   6    4    10   3    7    
Vardas4732          Pavarde4732         5    7    7    2    1    3    6    9    5    2    6    
Vardas4733          Pavarde4733         6    8    10   10   6    7    8    10   6    6    6    
Vardas4734          Pavarde4734         2    3    3    1    1    9    9    8    2    10   9    
Vardas4735          Pavarde4735         5    9    3    8    10   1    1    3    9    10   2    
Vardas4736          Pavarde4736         4    4    10   8    3    7    6    7    5    8    3    
Vardas4737          Pavarde4737         8    7    6    1    4    6    3    5    2    5    9    
Vardas4738          Pavarde4738         7    4    2    4    10   6    2    9    8    1    4    
Vardas4739          Pavarde4739         10   10   4    10   3    7    10   6    8    1    4    
Vardas4740          Pavarde4740         3    8    10   6    5    10   6    8    5    2    6    
Vardas4741          Pavarde4741         3    9    2    6    5    6    9    7    10   1    6    
Vardas4742          Pavarde4742         3    10   6    5    9    9    4    4    7    10   1    
Vardas4743          Pavarde4743         1    1    3    7    3    6    2    7    6    7    5    
Vardas4744          Pavarde4744         10   2    10   6    7    4    7    5    5    10   8    
Vardas4745          Pavarde4745         4    5    4    9    2    5    2    4    10   9    7    
Vardas4746          Pavarde4746         5    7    8    5    9    9    5    10   6    1    6    
Vardas4747          Pavarde4747         10   7    9    9    3    1    1    9    5    8    7    
Vardas4748          Pavarde4748         9    6    10   7    9    2    9    9    10   3    10   
Vardas4749          Pavarde4749         7    1    2    10   6    5    10   10   6    6    6    
Vardas4750          Pavarde4750         3    3    9    9    1    8    10   5    2    4    4    
Vardas4751          Pavarde4751         3    4    8    7    8    9    6    9    10   2    8    
Vardas4752          Pavarde4752         5    8    2    1    2    4    2    3    9    5    7    
Vardas4753          Pavarde4753         7    3    3    8    7    6    4    9    4    6    5    
Vardas4754          Pavarde4754         5    8    2    3    4    1    8    1    2    2    6    
Vardas4755          Pavarde4755         6    10   3    1    7    3    4    7    10   4    6    
Vardas4756          Pavarde4756         2    2    9    3    10   7    7    1    6    2    4    
Vardas4757          Pavarde4757         8    6    2    5    10   4    2    2    2    8    2    
Vardas4758          Pavarde4758         3    3    4    3    5    3    7    5    1    10   5    
Vardas4759          Pavarde4759         5    3    6    9    9    9    3    10   1    2    5    
Vardas4760          Pavarde4760         6    7    2    10   9    5    3    5    5    2    6    
Vardas4761          Pavarde4761         5    10   4    6    6    9    6    9    5    4    7    
Vardas4762          Pavarde4762         9    1    10   8    4    2    2    9    1    5    6    
Vardas4763          Pavarde4763         6    8    10   5    4    4    9    9    3    6    5    
Vardas4764          Pavarde4764         3    5    2    1    3    5    9    7    4    10   1    
Vardas4765          Pavarde4765         7    8    8    7    8    2    4    4    5    8    9    
Vardas4766          Pavarde4766         5    3    10   5    2    9    9    9    5    2    5    
Vardas4767          Pavarde4767         6    7    9    9    10   6    4    10   2    6    4    
Vardas4768          Pavarde4768         5    5    9    3    10   10   3    1    10   5    6    
Vardas4769          Pavarde4769         4    6    6    6    6    1    6    10   1    2    7    
Vardas4770          Pavarde4770         10   1    3    2    10   8    9    3    9    7    10   
Vardas4771          Pavarde4771         7    5    9    4    4    4    6    4    7    4    1    
Vardas4772          Pavarde4772         3    3    3    10   6    1    10   5    1    5    9    
Vardas4773          Pavarde4773         7    7    8    2    5    8    8    3    2    7    9    
Vardas4774          Pavarde4774         8    2    8    2    3    7    2    3    6    6    1    
Vardas4775          Pavarde4775         2    8    9    4    3    6    3    8    4    5    9    
Vardas4776          Pavarde4776         9    6    2    9    1    4    1    8    10   8    8    
Vardas4777          Pavarde4777         4    9    6    4    10   10   7    5    2    9    3    
Vardas4778          Pavarde4778         5    2    10   8    1    5    4    1    9    7    7    
Vardas4779          Pavarde4779         2    2    4    5    7    2    8    7    4    4    4    
Vardas4780          Pavarde4780         9    9    4    6    3    7    7    8    9    3    9    
Vardas4781          Pavarde4781         8    4    4    4    5    3    8    4    6    2    9    
Vardas4782          Pavarde4782         3    1    4    9    1    6    2    3    5    1    8    
Vardas4783          Pavarde4783         3    1    7    1    6    1    10   6    1    1    2    
Vardas4784          Pavarde4784         4    7    4    10   8    5    1    4    10   7    10   
Vardas4785          Pavarde4785         7    6    10   5    3    5    4    2    10   2    3    
Vardas4786          Pavarde4786         2    2    1    6    5    3    7    2    6    3    7    
Vardas4787          Pavarde4787         9    7    9    9    1    5    9    8    2    5    9    
Vardas4788          Pavarde4788         3    4    5    5    8    3    8    1    3    1    4    
Vardas4789          Pavarde4789         4    6    9    2    10   6    8    3    5    1    4    
Vardas4790          Pavarde4790         2    4    8    4    9    4    9    1    6    1    7    
Vardas4791          Pavarde4791         6    7    9    3    2    4    10   3    3    1    1    
Vardas4792          Pavarde4792         6    8    8    3    5    9    3    6    7    4    3    
Vardas4793          Pavarde4793         2    8    7    6    6    9    4    2    7    4    5    
Vardas4794          Pavarde4794         10   8    1    8    1    2    6    10   1    6    9    
Vardas4795          Pavarde4795         6    6    7    1    2    3    7    9    9    6    6    
Vardas4796          Pavarde4796         10   10   5    1    6    4    5    2    6    7    9    
Vardas4797          Pavarde4797         5    10   3    6    6    6    2    4    4    6    5    
Vardas4798          Pavarde4798         3    1    5    6    3    9    6    5    4    10   6    
Vardas4799          Pavarde4799         1    2    4    7    5    8    9    5    10   1    8    
Vardas4800          Pavarde4800         4    1    4    7    9    9    2    5    6    1    7    
Vardas4801          Pavarde4801         9    5    8    10   10   8    6    2    6    9    3    
Vardas4802          Pavarde4802         10   5    3    3    1    8    6    3    5    7    5    
Vardas4803          Pavarde4803         9    5    4    6    10   8    6    7    5    9    8    
Vardas4804          Pavarde4804         2    7    10   7    7    7    1    1    9    10   2    
Vardas4805          Pavarde4805         5    8    5    8    8    5    10   2    4    1    10   
Vardas4806          Pavarde4806         10   9    5    6    2    8    4    1    1    5    4    
Vardas4807          Pavarde4807         4    8    3    6    3    2    4    6    6    3    7    
Vardas4808          Pavarde4808         3    5    5    4    10   5    7    1    2    2    2    
Vardas4809          Pavarde4809         10   7    10   5    1    1    7    2    10   9    6    
Vardas4810          Pavarde4810         10   10   10   4    3    8    4    1    4    3    6    
Vardas4811          Pavarde4811         9    4    8    5    3    8    2    4    9    10   4    
Vardas4812          Pavarde4812         7    2    3    7    8    3    10   3    5    4    7    
Vardas4813          Pavarde4813         9    3    8    8    6    5    2    5    8    9    6    
Vardas4814          Pavarde4814         8    5    8    4    10   4    10   9    1    2    6    
Vardas4815          Pavarde4815         2    6    3    7    8    10   5    4    9    4    5    
Vardas4816          Pavarde4816         8    10   3    4    5    4    3    9    6    10   10   
Vardas4817          Pavarde4817         10   3    5    6    2    6    8    6    4    3    4    
Vardas4818          Pavarde4818         1    10   6    5    3    7    10   5    1    4    7    
Vardas4819          Pavarde4819         10   3    4    8    9    2    3    1    9    1    7    
Vardas4820          Pavarde4820         8    10   3    3    10   1    10   4    4    8    3    
Vardas4821          Pavarde4821         3    9    1    10   10   5    2    9    10   9    10   
Vardas4822          Pavarde4822         9    9    8    3    7    2    2    6    9    3    8    
Vardas4823          Pavarde4823         5    10   7    9    7    1    5    10   9    8    10   
Vardas4824          Pavarde4824         2    1    10   6    8    6    8    2    10   1    2    
Vardas4825          Pavarde4825         6    1    1    6    4    6    9    5    9    8    3    
Vardas4826          Pavarde4826         2    3    9    4    10   5    8    9    6    2    2    
Vardas4827          Pavarde4827         2    3    1    3    6    7    1    10   9    1    2    
Vardas4828          Pavarde4828         10   9    4    10   1    1    8    7    8    4    8    
Vardas4829          Pavarde4829         9    8    8    6    4    6    10   6    2    3    1    
Vardas4830          Pavarde4830         4    9    1    8    4    2    9    6    8    7    7    
Vardas4831          Pavarde4831         3    8    9    2    3    3    4    5    7    7    3    
Vardas4832          Pavarde4832         2    8    8    2    3    8    8    4    8    3    2    
Vardas4833          Pavarde4833         6    1    4    4    10   10   3    5    7    8    8    
Vardas4834          Pavarde4834         10   9    6    10   7    8    3    6    10   5    6    
Vardas4835          Pavarde4835         4    1    10   5    4    1    1    6    7    10   4    
Vardas4836          Pavarde4836         5    9    6    5    5    6    3    2    5    10   5    
Vardas4837          Pavarde4837         5    3    2    6    10   2    9    5    6    8    10   
Vardas4838          Pavarde4838         6    1    10   2    8    9    1    1    6    7    9    
Vardas4839          Pavarde4839         4    3    9    10   6    6    6    4    9    3    10   
Vardas4840          Pavarde4840         5    10   3    7    10   1    7    6    4    1    2    
Vardas4841          Pavarde4841         1    9    10   6    9    5    1    2    7    6    9    
Vardas4842          Pavarde4842         8    9    6    1    1    7    6    8    9    6    10   
Vardas4843          Pavarde4843         9    2    1    10   4    5    1    7    1    10   10   
Vardas4844          Pavarde4844         8    7    6    2    7    6    2    4    3    4    9    
Vardas4845          Pavarde4845         2    5    1    7    8    6    4    1    10   6    5    
Vardas4846          Pavarde4846         6    9    2    8    2    8    7    6    7    8    10   
Vardas4847          Pavarde4847         4    3    4    8    6    6    2    8    6    1    8    
Vardas4848          Pavarde4848         1    5    5    8    6    1    8    1    8    8    7    
Vardas4849          Pavarde4849         7    1    7    3    4    8    7    3    4    9    3    
Vardas4850          Pavarde4850         4    1    4    7    1    1    4    1    3    10   4    
Vardas4851          Pavarde4851         7    8    8    1    9    1    9    2    1    4    8    
Vardas4852          Pavarde4852         2    4    9    3    6    3    1    10   10   10   7    
Vardas4853          Pavarde4853         6    2    10   9    1    9    5    10   9    8    1    
Vardas4854          Pavarde4854         5    10   3    4    5    10   6    2    8    1    5    
Vardas4855          Pavarde4855         4    7    4    5    10   10   2    7    10   3    4    
Vardas4856          Pavarde4856         2    2    5    1    5    10   2    7    7    4    1    
Vardas4857          Pavarde4857         5    2    8    7    3    1    3    7    6    6    7    
Vardas4858          Pavarde4858         5    8    6    10   3    7    2    3    10   6    10   
Vardas4859          Pavarde4859         7    3    4    10   7    9    3    9    2    2    9    
Vardas4860          Pavarde4860         6    4    4    7    9    1    10   2    5    3    6    
Vardas4861          Pavarde4861         1    6    3    5    8    9    1    6    7    2    2    
Vardas4862          Pavarde4862         5    4    8    1    9    5    1    1    7    6    7    
Vardas4863          Pavarde4863         7    9    5    4    7    1    10   6    10   6    5    
Vardas4864          Pavarde4864         7    5    9    7    4    4    6    5    10   8    2    
Vardas4865          Pavarde4865         10   7    10   8    10   3    8    1    10   3    3    
Vardas4866          Pavarde4866         10   10   10   2    9    2    1    5    7    7    4    
Vardas4867          Pavarde4867         1    6    2    8    7    1    6    6    8    7    5    
Vardas4868          Pavarde4868         7    8    1    9    3    8    3    2    10   6    4    
Vardas4869          Pavarde4869         6    2    10   10   1    6    3    4    8    7    8    
Vardas4870          Pavarde4870         6    10   4    9    1    7    8    8    8    1    9    
Vardas4871          Pavarde4871         7    2    10   9    3    8    10   3    10   8    1    
Vardas4872          Pavarde4872         8    3    3    4    8    10   8    7    6    6    2    
Vardas4873          Pavarde4873         7    8    6    10   1    8    3    1    5    5    10   
Vardas4874          Pavarde4874         6    8    9    5    3    8    10   10   1    2    10   
Vardas4875          Pavarde4875         3    7    3    1    10   9    1    3    1    1    5    
Vardas4876          Pavarde4876         9    10   3    9    9    3    7    5    8    1    5    
Vardas4877          Pavarde4877         6    3    8    7    3    3    5    2    2    7    4    
Vardas4878          Pavarde4878         9    6    1    1    7    10   4    2    10   4    3    
Vardas4879          Pavarde4879         7    4    7    7    2    2    6    3    4    5    8    
Vardas4880          Pavarde4880         5    4    8    4    10   9    2    5    3    5    4    
Vardas4881          Pavarde4881         10   4    6    3    8    4    7    10   3    4    4    
Vardas4882          Pavarde4882         10   5    2    9    1    3    8    10   9    5    7    
Vardas4883          Pavarde4883         5    1    3    5    8    10   10   2    10   9    8    
Vardas4884          Pavarde4884         8    7    1    6    9    4    4    7    2    2    6    
Vardas4885          Pavarde4885         3    8    10   9    2    5    4    6    10   9    1    
Vardas4886          Pavarde4886         4    7    4    10   10   8    8    1    7    7    1    
Vardas4887          Pavarde4887         4    2    5    8    2    9    10   9    1    5    7    
Vardas4888          Pavarde4888         1    5    1    6    9    4    8    9    2    8    2    
Vardas4889          Pavarde4889         1    1    10   3    1    1    2    4    8    5    10   
Vardas4890          Pavarde4890         1    8    2    3    10   5    4    9    2    3    1    
Vardas4891          Pavarde4891         9    8    6    1    10   7    9    8    8    9    7    
Vardas4892          Pavarde4892         3    9    9    6    8    4    9    5    2    6    1    
Vardas4893          Pavarde4893         3    1    5    8    9    1    10   8    3    2    6    
Vardas4894          Pavarde4894         3    10   1    1    8    8    5    9    7    6    3    
Vardas4895          Pavarde4895         10   6    2    8    5    9    10   7    8    9    8    
Vardas4896          Pavarde4896         10   5    9    2    7    7    6    9    7    8    7    
Vardas4897          Pavarde4897         6    8    9    1    5    5    2    6    8    9    6    
Vardas4898          Pavarde4898         7    9    9    3    7    10   4    6    8    9    4    
Vardas4899          Pavarde4899         8    2    7    5    8    8    5    10   10   2    9    
Vardas4900          Pavarde4900         10   2    5    1    4    8    1    10   10   10   5    
Vardas4901          Pavarde4901         6    8    9    8    2    3    3    9    6    10   2    
Vardas4902          Pavarde4902         10   6    3    1    9    2    1    6    5    2    7    
Vardas4903          Pavarde4903         8    1    10   5    7    2    3    8    7    9    6    
Vardas4904          Pavarde4904         3    10   7    6    10   7    4    3    3    9    10   
Vardas4905          Pavarde4905         4    7    5    4    9    4    9    5    2    5    8    
Vardas4906          Pavarde4906         8    1    1    1    5    3    1    8    6    3    10   
Vardas4907          Pavarde4907         8    9    7    7    8    4    7    5    9    1    4    
Vardas4908          Pavarde4908         9    6    4    5    3    9    9    8    8    1    3    
Vardas4909          Pavarde4909         10   4    9    4    5    7    10   8    5    9    3    
Vardas4910          Pavarde4910         2    4    6    4    9    3    7    4    4    8    7    
Vardas4911          Pavarde4911         1    2    10   8    8    4    8    6    5    1    4    
Vardas4912          Pavarde4912         3    7    10   3    10   7    9    5    6    6    9    
Vardas4913          Pavarde4913         3    9    2    4    8    1    7    4    5    7    6    
Vardas4914          Pavarde4914         7    10   3    1    5    4    7    8    9    6    8    
Vardas4915          Pavarde4915         3    3    8    3    1    5    4    7    7    9    9    
Vardas4916          Pavarde4916         3    6    3    10   3    9    7    9    1    3    2    
Vardas4917          Pavarde4917         2    10   6    5    5    4    6    5    4    1    10   
Vardas4918          Pavarde4918         7    5    10   2    5    8    2    6    3    8    2    
Vardas4919          Pavarde4919         6    8    3    5    2    6    3    6    3    4    7    
Vardas4920          Pavarde4920         7    7    1    6    5    6    6    1    8    2    10   
Vardas4921          Pavarde4921         5    10   3    2    2    8    7    6    5    5    10   
Vardas4922          Pavarde4922         7    2    9    10   10   8    6    2    10   9    3    
Vardas4923          Pavarde4923         3    4    9    8    7    9    10   3    1    1    8    
Vardas4924          Pavarde4924         8    9    3    1    7    9    7    5    2    10   3    
Vardas4925          Pavarde4925         2    1    6    8    4    5    9    2    3    6    9    
Vardas4926          Pavarde4926         6    1    5    10   5    7    4    2    6    6    4    
Vardas4927          Pavarde4927         6    1    6    1    7    3    8    6    9    2    8    
Vardas4928          Pavarde4928         3    2    5    4    9    2    1    8    6    5    6    
Vardas4929          Pavarde4929         3    8    10   7    4    9    5    6    1    10   4    
