Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 
Vardas819           Pavarde819          8    9    7    10   9    5    4    6    8    6    
Vardas820           Pavarde820          5    10   2    4    5    1    2    4    1    6    
Vardas821           Pavarde821          5    6    7    7    6    8    6    8    9    8    
Vardas822           Pavarde822          8    2    3    5    10   5    10   2    7    2    
Vardas823           Pavarde823          5    5    5    4    9    10   5    8    3    1    
Vardas824           Pavarde824          3    6    3    9    8    1    7    7    3    9    
Vardas825           Pavarde825          10   4    2    4    3    8    6    8    4    3    
Vardas826           Pavarde826          6    9    1    1    1    1    10   4    5    3    
Vardas827           Pavarde827          2    3    10   1    6    3    1    5    1    4    
Vardas828           Pavarde828          9    6    4    1    4    7    4    10   2    8    
Vardas829           Pavarde829          10   6    10   7    8    10   4    6    9    8    
Vardas830           Pavarde830          5    5    1    5    9    1    10   3    9    5    
Vardas831           Pavarde831          10   8    3    9    7    5    1    5    9    8    
Vardas832           Pavarde832          1    10   8    1    7    7    4    10   6    3    
Vardas833           Pavarde833          2    9    2    8    2    3    6    3    3    9    
Vardas834           Pavarde834          1    9    9    3    8    10   7    5    2    9    
Vardas835           Pavarde835          4    3    7    6    4    5    1    8    9    5    
Vardas836           Pavarde836          4    5    9    3    6    10   9    8    10   4    
Vardas837           Pavarde837          5    1    4    9    3    5    2    4    2    3    
Vardas838           Pavarde838          3    6    3    5    3    3    4    6    1    10   
Vardas839           Pavarde839          1    9    1    7    8    8    7    8    6    8    
Vardas840           Pavarde840          6    4    6    3    7    3    2    9    2    8    
Vardas841           Pavarde841          2    7    5    9    8    4    1    6    2    5    
Vardas842           Pavarde842          9    2    9    4    1    7    1    8    10   5    
Vardas843           Pavarde843          9    9    3    6    8    5    9    4    5    5    
Vardas844           Pavarde844          7    5    7    2    4    7    5    1    2    3    
Vardas845           Pavarde845          9    2    10   2    9    10   3    6    10   4    
Vardas846           Pavarde846          10   6    8    2    6    8    9    7    9    7    
Vardas847           Pavarde847          2    5    2    3    5    5    3    4    8    4    
Vardas848           Pavarde848          8    7    2    5    5    5    5    3    3    1    
Vardas849           Pavarde849          10   9    5    10   1    9    10   7    1    7    
Vardas850           Pavarde850          9    1    5    2    4    10   9    10   4    6    
Vardas851           Pavarde851          10   9    4    5    7    7    9    2    9    2    
Vardas852           Pavarde852          6    8    3    5    5    3    8    3    7    6    
Vardas853           Pavarde853          5    6    8    8    2    10   8    6    3    3    
Vardas854           Pavarde854          10   6    3    4    1    5    3    6    9    9    
Vardas855           Pavarde855          5    10   6    7    2    8    7    3    8    10   
Vardas856           Pavarde856          10   8    5    5    1    10   3    9    5    2    
Vardas857           Pavarde857          6    10   6    9    6    10   6    5    10   6    
Vardas858           Pavarde858          7    3    5    10   4    3    1    8    9    3    
Vardas859           Pavarde859          7    10   1    1    5    9    9    4    10   4    
Vardas860           Pavarde860          10   2    1    5    8    7    4    2    4    4    
Vardas861           Pavarde861          6    2    2    4    3    6    5    7    5    10   
Vardas862           Pavarde862          6    4    7    6    1    7    7    4    3    1    
Vardas863           Pavarde863          9    9    4    2    6    9    9    3    7    10   
Vardas864           Pavarde864          10   3    9    3    10   7    2    4    10   2    
Vardas865           Pavarde865          3    7    7    4    2    10   10   6    3    10   
Vardas866           Pavarde866          4    2    1    5    1    2    5    1    7    10   
Vardas867           Pavarde867          9    10   1    5    9    5    10   7    4    5    
Vardas868           Pavarde868          10   7    9    7    1    4    4    6    7    4    
Vardas869           Pavarde869          9    4    1    3    8    10   6    5    1    7    
Vardas870           Pavarde870          9    10   8    2    7    1    2    4    10   3    
Vardas871           Pavarde871          4    2    3    6    6    10   5    5    9    6    
Vardas872           Pavarde872          9    3    3    1    9    10   5    6    10   1    
Vardas873           Pavarde873          1    7    3    2    10   9    5    7    9    2    
Vardas874           Pavarde874          1    7    1    6    8    7    4    6    8    1    
Vardas875           Pavarde875          5    5    4    10   2    6    1    9    5    10   
Vardas876           Pavarde876          10   10   3    4    8    3    10   6    2    7    
Vardas877           Pavarde877          6    9    10   5    1    5    1    1    9    4    
Vardas878           Pavarde878          7    10   3    2    9    4    6    1    7    6    
Vardas879           Pavarde879          6    4    7    10   4    2    5    3    4    7    
Vardas880           Pavarde880          1    8    6    10   9    5    6    7    1    7    
Vardas881           Pavarde881          6    8    10   5    7    9    6    8    7    6    
Vardas882           Pavarde882          8    5    6    6    3    2    6    5    9    9    
Vardas883           Pavarde883          1    6    1    7    10   8    1    3    2    10   
Vardas884           Pavarde884          4    3    7    6    4    10   5    4    2    2    
Vardas885           Pavarde885          5    5    5    10   4    1    5    3    1    2    
Vardas886           Pavarde886          7    9    5    7    1    4    10   7    8    7    
Vardas887           Pavarde887          1    6    3    8    4    7    1    7    7    7    
Vardas888           Pavarde888          1    10   10   6    3    7    1    7    5    4    
Vardas889           Pavarde889          3    3    6    2    1    8    8    8    4    1    
Vardas890           Pavarde890          9    10   10   5    3    9    3    9    9    10   
Vardas891           Pavarde891          9    5    2    7    2    5    3    6    1    6    
Vardas892           Pavarde892          10   7    8    8    9    1    7    8    2    8    
Vardas893           Pavarde893          8    4    4    3    9    9    6    4    10   9    
Vardas894           Pavarde894          1    6    7    3    8    2    3    8    9    10   
Vardas895           Pavarde895          7    7    2    4    10   2    2    10   8    8    
Vardas896           Pavarde896          4    2    10   1    4    7    4    8    5    8    
Vardas897           Pavarde897          2    3    8    3    1    9    10   8    1    1    
Vardas898           Pavarde898          8    4    9    7    10   8    10   3    6    4    
Vardas899           Pavarde899          6    2    3    7    3    5    4    4    6    10   
Vardas900           Pavarde900          8    10   7    7    10   10   7    5    9    3    
Vardas901           Pavarde901          8    6    2    7    9    4    5    6    6    2    
Vardas902           Pavarde902          6    7    4    8    2    1    3    4    1    5    
Vardas903           Pavarde903          4    10   10   2    10   2    5    4    1    1    
Vardas904           Pavarde904          1    10   5    5    10   1    9    6    8    2    
Vardas905           Pavarde905          9    7    9    8    8    7    2    1    8    2    
Vardas906           Pavarde906          2    8    3    5    7    10   7    4    2    2    
Vardas907           Pavarde907          2    10   3    4    4    2    2    8    9    8    
Vardas908           Pavarde908          8    7    6    2    8    2    1    3    8    8    
Vardas909           Pavarde909          9    7    1    3    2    8    8    3    9    10   
Vardas910           Pavarde910          9    6    6    4    5    9    5    3    9    5    
Vardas911           Pavarde911          3    2    1    4    9    6    10   1    5    6    
Vardas912           Pavarde912          1    4    6    2    3    2    1    1    8    8    
Vardas913           Pavarde913          4    4    3    6    9    3    1    2    10   7    
Vardas914           Pavarde914          4    3    2    4    4    9    4    3    6    6    
Vardas915           Pavarde915          4    9    8    10   5    7    8    10   6    8    
Vardas916           Pavarde916          8    4    4    10   5    6    7    2    4    7    
Vardas917           Pavarde917          3    1    6    4    4    4    6    7    9    10   
Vardas918           Pavarde918          2    4    6    8    4    1    4    4    1    7    
Vardas919           Pavarde919          5    6    9    2    5    1    4    8    2    2    
Vardas920           Pavarde920          1    8    8    7    2    1    4    1    6    3    
Vardas921           Pavarde921          4    5    3    1    3    8    3    1    6    4    
Vardas922           Pavarde922          4    9    9    2    9    4    2    3    9    10   
Vardas923           Pavarde923          2    9    4    6    3    5    6    5    1    5    
Vardas924           Pavarde924          2    1    10   6    5    2    9    3    4    4    
Vardas925           Pavarde925          3    3    4    3    10   1    9    2    9    10   
Vardas926           Pavarde926          7    4    9    5    3    1    9    4    9    5    
Vardas927           Pavarde927          5    4    8    2    6    8    6    6    2    7    
Vardas928           Pavarde928          4    2    7    10   4    6    10   9    1    9    
Vardas929           Pavarde929          5    9    7    10   8    1    3    9    8    4    
Vardas930           Pavarde930          9    7    10   9    4    1    2    1    5    5    
Vardas931           Pavarde931          7    1    6    10   9    10   8    4    5    6    
Vardas932           Pavarde932          10   4    1    3    9    4    3    5    1    4    
Vardas933           Pavarde933          10   9    4    3    4    1    2    10   9    1    
Vardas934           Pavarde934          7    4    4    3    9    6    1    8    6    2    
Vardas935           Pavarde935          1    6    4    5    7    1    4    7    4    1    
Vardas936           Pavarde936          7    1    3    5    5    6    7    2    1    9    
Vardas937           Pavarde937          5    1    1    10   9    5    4    10   5    4    
Vardas938           Pavarde938          5    7    9    7    2    1    7    5    2    8    
Vardas939           Pavarde939          4    3    10   5    3    7    9    7    4    10   
Vardas940           Pavarde940          3    5    10   7    2    5    8    4    4    9    
Vardas941           Pavarde941          7    4    9    9    10   1    7    1    5    7    
Vardas942           Pavarde942          7    4    10   4    7    9    4    6    5    1    
Vardas943           Pavarde943          10   10   3    1    2    7    6    7    3    2    
Vardas944           Pavarde944          1    8    5    2    3    2    6    10   3    9    
Vardas945           Pavarde945          9    9    9    7    9    3    5    5    10   2    
Vardas946           Pavarde946          6    4    7    10   9    2    6    2    3    9    
Vardas947           Pavarde947          10   9    6    7    8    2    2    5    2    4    
Vardas948           Pavarde948          9    4    4    1    2    1    4    2    7    9    
Vardas949           Pavarde949          1    9    4    1    6    4    1    7    4    4    
Vardas950           Pavarde950          3    4    1    6    9    8    1    2    7    7    
Vardas951           Pavarde951          6    7    7    1    7    10   3    7    9    1    
Vardas952           Pavarde952          1    2    5    1    7    9    7    3    1    4    
Vardas953           Pavarde953          9    8    1    9    10   2    9    8    4    2    
Vardas954           Pavarde954          9    7    2    2    8    8    6    4    3    2    
Vardas955           Pavarde955          4    2    7    3    1    7    5    10   10   3    
Vardas956           Pavarde956          5    1    9    2    4    10   2    3    6    2    
Vardas957           Pavarde957          2    3    1    4    8    10   4    4    6    1    
Vardas958           Pavarde958          9    2    4    6    10   6    7    5    3    8    
Vardas959           Pavarde959          3    2    6    1    3    8    5    3    9    7    
Vardas960           Pavarde960          4    5    5    4    2    2    4    4    6    1    
Vardas961           Pavarde961          5    9    1    10   7    7    2    2    1    3    
Vardas962           Pavarde962          3    10   10   7    7    7    9    3    9    2    
Vardas963           Pavarde963          6    8    1    8    7    1    9    5    1    10   
Vardas964           Pavarde964          9    8    7    7    10   9    8    3    4    8    
Vardas965           Pavarde965          9    10   5    5    4    10   9    5    1    7    
Vardas966           Pavarde966          2    3    6    8    2    9    6    10   4    4    
Vardas967           Pavarde967          7    8    2    10   8    5    7    5    8    1    
Vardas968           Pavarde968          3    10   1    5    1    3    1    6    6    6    
Vardas969           Pavarde969          8    4    2    8    2    7    1    6    2    6    
Vardas970           Pavarde970          10   8    9    5    6    1    10   9    9    7    
Vardas971           Pavarde971          8    9    10   1    3    8    10   5    8    9    
Vardas972           Pavarde972          5    3    7    9    6    1    5    3    3    2    
Vardas973           Pavarde973          7    1    8    4    2    6    2    2    9    4    
Vardas974           Pavarde974          7    2    7    6    4    10   5    9    6    4    
Vardas975           Pavarde975          2    1    5    2    2    3    8    8    1    7    
Vardas976           Pavarde976          9    10   10   7    9    4    4    2    8    3    
Vardas977           Pavarde977          10   5    10   8    1    9    10   9    2    9    
Vardas978           Pavarde978          10   5    7    9    5    9    2    2    3    7    
Vardas979           Pavarde979          5    2    1    3    9    5    8    2    8    1    
Vardas980           Pavarde980          1    3    3    6    9    8    9    1    5    1    
Vardas981           Pavarde981          4    6    8    6    9    9    2    9    5    4    
Vardas982           Pavarde982          4    1    2    1    1    5    7    1    8    9    
Vardas983           Pavarde983          1    7    7    5    5    5    6    1    1    6    
Vardas984           Pavarde984          3    4    3    2    5    9    6    5    2    3    
Vardas985           Pavarde985          3    7    4    3    2    10   4    4    3    7    
Vardas986           Pavarde986          4    2    10   6    4    3    3    5    10   1    
Vardas987           Pavarde987          10   4    1    1    3    9    4    9    10   4    
Vardas988           Pavarde988          10   8    6    1    8    2    8    5    5    6    
Vardas989           Pavarde989          3    6    6    6    10   4    3    6    1    6    
Vardas990           Pavarde990          10   2    6    7    9    9    8    6    10   1    
Vardas991           Pavarde991          8    10   10   5    10   3    10   6    6    7    
Vardas992           Pavarde992          8    7    3    4    3    3    3    9    3    3    
Vardas993           Pavarde993          5    10   3    9    10   5    3    6    2    6    
Vardas994           Pavarde994          6    8    8    1    5    6    7    4    5    1    
Vardas995           Pavarde995          4    3    9    1    7    2    6    8    10   3    
Vardas996           Pavarde996          2    2    10   8    6    7    3    8    1    1    
Vardas997           Pavarde997          5    1    1    10   9    4    1    5    7    4    
Vardas998           Pavarde998          9    2    2    9    7    4    7    8    4    8    
Vardas999           Pavarde999          3    6    4    6    1    4    6    7    5    6    
Vardas1000          Pavarde1000         3    4    7    3    10   4    3    4    5    1    
