Vardas              Pavarde             ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10 Eg.  
Vardas5702          Pavarde5702         4    2    6    9    7    1    1    1    5    3    8    
Vardas5703          Pavarde5703         10   10   5    10   7    6    10   6    9    5    2    
Vardas5704          Pavarde5704         3    10   6    5    4    4    6    7    4    9    1    
Vardas5705          Pavarde5705         5    4    4    9    9    3    6    9    1    4    10   
Vardas5706          Pavarde5706         8    4    6    3    9    5    2    2    6    8    3    
Vardas5707          Pavarde5707         7    3    10   2    2    1    8    5    2    8    5    
Vardas5708          Pavarde5708         8    10   1    7    10   3    3    4    2    6    5    
Vardas5709          Pavarde5709         1    2    9    10   10   4    1    3    1    9    10   
Vardas5710          Pavarde5710         9    2    4    5    1    1    5    5    3    7    3    
Vardas5711          Pavarde5711         5    4    3    10   5    9    8    10   8    7    4    
Vardas5712          Pavarde5712         6    2    9    3    5    2    8    4    8    6    2    
Vardas5713          Pavarde5713         5    5    10   4    1    3    8    4    7    3    2    
Vardas5714          Pavarde5714         10   8    6    10   3    8    5    2    10   6    8    
Vardas5715          Pavarde5715         6    9    9    3    7    6    10   6    4    4    5    
Vardas5716          Pavarde5716         8    2    3    10   8    6    7    9    2    2    10   
Vardas5717          Pavarde5717         1    3    9    9    4    7    10   5    1    6    1    
Vardas5718          Pavarde5718         10   9    8    2    5    6    6    7    3    4    8    
Vardas5719          Pavarde5719         9    5    2    8    7    1    6    1    9    3    2    
Vardas5720          Pavarde5720         4    3    8    2    7    6    1    5    5    3    8    
Vardas5721          Pavarde5721         7    8    9    3    6    8    5    6    9    4    9    
Vardas5722          Pavarde5722         10   10   4    5    4    6    4    4    1    1    10   
Vardas5723          Pavarde5723         2    2    3    5    7    10   9    10   5    10   5    
Vardas5724          Pavarde5724         7    10   6    4    7    2    3    6    8    3    1    
Vardas5725          Pavarde5725         10   6    6    10   3    8    8    8    8    4    1    
Vardas5726          Pavarde5726         9    10   7    2    7    9    8    7    8    7    10   
Vardas5727          Pavarde5727         7    2    10   1    4    6    3    7    4    4    4    
Vardas5728          Pavarde5728         5    5    9    5    4    3    7    2    7    7    5    
Vardas5729          Pavarde5729         7    9    4    6    7    10   7    6    6    8    4    
Vardas5730          Pavarde5730         10   3    1    5    7    1    3    9    7    8    1    
Vardas5731          Pavarde5731         7    1    5    1    2    5    9    5    9    10   8    
Vardas5732          Pavarde5732         8    9    3    2    2    4    2    7    10   7    5    
Vardas5733          Pavarde5733         6    8    3    2    2    2    5    2    5    5    4    
Vardas5734          Pavarde5734         4    4    4    8    2    7    9    7    2    6    10   
Vardas5735          Pavarde5735         3    8    6    4    1    8    3    8    2    5    9    
Vardas5736          Pavarde5736         6    6    5    7    3    8    7    5    10   1    2    
Vardas5737          Pavarde5737         4    4    7    5    7    6    1    5    9    3    7    
Vardas5738          Pavarde5738         7    7    7    10   7    9    7    3    5    6    4    
Vardas5739          Pavarde5739         2    6    10   9    8    10   10   9    1    1    7    
Vardas5740          Pavarde5740         2    3    6    2    1    6    3    9    9    8    8    
Vardas5741          Pavarde5741         6    1    1    6    3    8    3    5    9    8    1    
Vardas5742          Pavarde5742         2    3    6    6    1    6    5    4    5    7    8    
Vardas5743          Pavarde5743         7    5    4    1    5    9    4    1    9    8    5    
Vardas5744          Pavarde5744         5    1    9    5    6    3    9    7    3    6    5    
Vardas5745          Pavarde5745         7    6    1    1    1    4    3    3    5    9    8    
Vardas5746          Pavarde5746         10   7    1    6    9    3    7    10   5    7    8    
Vardas5747          Pavarde5747         7    7    6    8    10   5    8    1    10   7    8    
Vardas5748          Pavarde5748         8    8    4    2    7    2    1    7    4    1    5    
Vardas5749          Pavarde5749         5    2    4    10   9    1    6    2    2    5    4    
Vardas5750          Pavarde5750         8    5    8    6    9    10   9    4    2    5    8    
Vardas5751          Pavarde5751         9    1    2    6    6    3    3    10   3    8    8    
Vardas5752          Pavarde5752         1    2    7    4    9    8    2    10   5    9    2    
Vardas5753          Pavarde5753         6    9    7    5    10   8    6    4    8    1    10   
Vardas5754          Pavarde5754         1    2    3    8    9    9    4    2    5    8    6    
Vardas5755          Pavarde5755         4    6    6    4    6    7    8    2    4    5    7    
Vardas5756          Pavarde5756         5    4    4    1    7    10   1    7    4    5    10   
Vardas5757          Pavarde5757         10   5    10   3    9    9    10   1    5    10   5    
Vardas5758          Pavarde5758         3    1    6    1    3    6    1    7    9    3    2    
Vardas5759          Pavarde5759         4    10   5    9    3    1    7    10   2    10   10   
Vardas5760          Pavarde5760         5    7    9    8    10   4    2    9    1    4    1    
Vardas5761          Pavarde5761         8    10   3    10   5    4    9    10   8    3    5    
Vardas5762          Pavarde5762         8    8    4    4    6    2    4    9    6    3    6    
Vardas5763          Pavarde5763         10   7    7    10   1    8    6    1    7    6    1    
Vardas5764          Pavarde5764         2    2    4    5    6    5    7    8    5    2    5    
Vardas5765          Pavarde5765         7    7    4    6    10   7    5    5    9    1    7    
Vardas5766          Pavarde5766         2    7    3    3    9    10   5    5    5    10   5    
Vardas5767          Pavarde5767         3    8    2    5    4    8    10   3    8    7    2    
Vardas5768          Pavarde5768         8    10   6    2    2    3    7    4    2    4    6    
Vardas5769          Pavarde5769         8    8    1    5    6    2    5    6    2    6    6    
Vardas5770          Pavarde5770         2    5    4    6    2    8    10   9    8    1    2    
Vardas5771          Pavarde5771         6    8    7    7    8    1    7    5    8    9    10   
Vardas5772          Pavarde5772         5    6    2    9    8    5    4    6    4    5    10   
Vardas5773          Pavarde5773         6    4    3    6    2    8    6    5    2    9    8    
Vardas5774          Pavarde5774         9    10   5    10   3    8    3    9    5    7    6    
Vardas5775          Pavarde5775         2    2    7    6    7    5    10   4    6    7    1    
Vardas5776          Pavarde5776         1    5    10   9    7    6    5    6    10   1    10   
Vardas5777          Pavarde5777         7    3    10   9    8    2    9    6    4    6    6    
Vardas5778          Pavarde5778         2    4    4    6    7    4    1    2    9    3    3    
Vardas5779          Pavarde5779         8    10   1    10   9    10   2    8    10   8    4    
Vardas5780          Pavarde5780         10   10   1    7    3    6    2    10   6    9    9    
Vardas5781          Pavarde5781         7    1    3    4    5    2    4    8    7    9    4    
Vardas5782          Pavarde5782         2    1    7    8    7    6    9    7    2    1    9    
Vardas5783          Pavarde5783         3    1    3    7    3    9    1    2    9    7    4    
Vardas5784          Pavarde5784         5    1    2    5    3    2    10   2    3    1    6    
Vardas5785          Pavarde5785         7    3    1    4    4    4    6    8    10   9    10   
Vardas5786          Pavarde5786         9    9    6    6    5    5    9    8    1    9    3    
Vardas5787          Pavarde5787         9    2    4    1    7    6    2    2    1    3    1    
Vardas5788          Pavarde5788         9    7    1    6    1    2    9    2    5    1    5    
Vardas5789          Pavarde5789         5    6    8    2    10   9    1    7    2    6    9    
Vardas5790          Pavarde5790         10   10   3    8    2    1    7    8    3    2    10   
Vardas5791          Pavarde5791         7    6    7    5    3    10   3    2    9    9    2    
Vardas5792          Pavarde5792         10   2    5    9    9    9    7    10   6    3    9    
Vardas5793          Pavarde5793         4    6    5    10   9    5    3    8    10   3    9    
Vardas5794          Pavarde5794         5    5    2    7    9    5    9    10   4    2    2    
Vardas5795          Pavarde5795         3    2    7    3    7    9    10   9    8    6    7    
Vardas5796          Pavarde5796         3    9    9    10   5    5    4    7    4    8    10   
Vardas5797          Pavarde5797         8    1    8    7    2    4    9    6    9    1    9    
Vardas5798          Pavarde5798         3    8    10   2    9    10   4    3    9    1    1    
Vardas5799          Pavarde5799         2    3    3    8    1    9    2    4    7    7    5    
Vardas5800          Pavarde5800         9    1    10   5    2    7    9    2    2    8    4    
Vardas5801          Pavarde5801         6    1    2    8    2    9    2    10   8    3    9    
Vardas5802          Pavarde5802         4    3    7    1    7    10   7    8    2    5    3    
Vardas5803          Pavarde5803         7    2    2    8    10   3    3    2    7    3    3    
Vardas5804          Pavarde5804         9    9    2    10   9    8    3    8    1    3    10   
Vardas5805          Pavarde5805         1    1    3    10   9    4    7    6    8    8    10   
Vardas5806          Pavarde5806         8    3    9    1    2    10   10   5    10   5    9    
Vardas5807          Pavarde5807         10   6    7    7    10   8    2    4    2    7    2    
Vardas5808          Pavarde5808         6    10   10   5    1    4    5    10   8    6    2    
Vardas5809          Pavarde5809         7    4    9    2    10   3    9    9    5    5    4    
Vardas5810          Pavarde5810         3    10   8    6    8    6    4    1    6    6    1    
Vardas5811          Pavarde5811         5    7    8    1    9    6    2    6    1    9    5    
Vardas5812          Pavarde5812         10   2    3    1    2    3    1    10   8    7    7    
Vardas5813          Pavarde5813         9    7    2    5    10   3    9    2    1    3    10   
Vardas5814          Pavarde5814         6    2    9    10   10   6    6    2    9    7    6    
Vardas5815          Pavarde5815         5    8    5    8    6    10   6    6    10   6    6    
Vardas5816          Pavarde5816         3    5    8    7    6    6    5    7    7    10   3    
Vardas5817          Pavarde5817         8    3    3    2    2    9    7    3    5    4    3    
Vardas5818          Pavarde5818         5    5    1    3    6    7    7    2    8    1    9    
Vardas5819          Pavarde5819         10   9    1    2    10   2    1    8    4    3    1    
Vardas5820          Pavarde5820         6    8    7    8    7    4    9    6    1    2    8    
Vardas5821          Pavarde5821         9    10   4    3    10   4    7    3    3    6    4    
Vardas5822          Pavarde5822         3    5    9    6    1    4    9    3    9    5    8    
Vardas5823          Pavarde5823         7    5    5    7    8    3    6    8    6    5    8    
Vardas5824          Pavarde5824         3    1    3    9    10   4    2    6    4    6    8    
Vardas5825          Pavarde5825         4    9    7    8    8    5    1    9    2    4    7    
Vardas5826          Pavarde5826         3    8    2    6    9    3    2    10   8    8    10   
Vardas5827          Pavarde5827         1    6    6    7    2    7    8    8    6    5    3    
Vardas5828          Pavarde5828         9    2    3    9    6    4    5    10   8    9    6    
Vardas5829          Pavarde5829         5    6    4    1    2    2    7    7    5    4    1    
Vardas5830          Pavarde5830         6    2    7    3    3    2    7    6    4    4    5    
Vardas5831          Pavarde5831         10   2    10   1    5    10   8    5    2    4    10   
Vardas5832          Pavarde5832         6    6    8    1    9    2    8    6    2    4    7    
Vardas5833          Pavarde5833         7    1    1    6    1    8    7    10   1    8    9    
Vardas5834          Pavarde5834         1    1    4    3    9    7    4    10   4    3    10   
Vardas5835          Pavarde5835         7    9    8    4    4    1    5    8    10   4    9    
Vardas5836          Pavarde5836         9    1    3    7    6    4    7    4    8    9    10   
Vardas5837          Pavarde5837         6    3    5    10   7    2    2    8    9    3    3    
Vardas5838          Pavarde5838         6    10   6    1    8    8    6    1    5    5    2    
Vardas5839          Pavarde5839         6    4    2    6    10   4    5    9    7    4    3    
Vardas5840          Pavarde5840         3    9    8    8    4    6    6    8    7    2    8    
Vardas5841          Pavarde5841         5    10   7    2    2    1    3    7    4    10   5    
Vardas5842          Pavarde5842         1    10   1    9    7    2    1    8    9    3    7    
Vardas5843          Pavarde5843         4    7    4    8    9    4    6    9    10   3    3    
Vardas5844          Pavarde5844         10   7    3    4    1    9    3    4    1    3    5    
Vardas5845          Pavarde5845         1    4    3    6    7    2    2    5    1    5    6    
Vardas5846          Pavarde5846         5    10   3    2    9    4    8    2    3    9    5    
Vardas5847          Pavarde5847         4    5    5    7    2    3    3    10   10   8    3    
Vardas5848          Pavarde5848         9    6    1    10   9    4    6    9    7    2    6    
Vardas5849          Pavarde5849         4    5    5    5    7    5    5    6    6    4    4    
Vardas5850          Pavarde5850         8    6    10   5    5    3    2    6    7    6    3    
Vardas5851          Pavarde5851         6    6    5    3    7    8    9    4    9    6    2    
Vardas5852          Pavarde5852         7    9    3    7    3    3    2    2    10   6    4    
Vardas5853          Pavarde5853         8    1    5    8    9    3    2    8    8    8    7    
Vardas5854          Pavarde5854         5    5    5    1    9    5    4    1    7    1    7    
Vardas5855          Pavarde5855         10   2    2    10   7    10   9    8    5    3    10   
Vardas5856          Pavarde5856         3    8    1    5    1    9    2    1    4    6    6    
Vardas5857          Pavarde5857         9    7    7    7    8    4    1    2    1    8    3    
Vardas5858          Pavarde5858         2    5    5    6    10   3    7    3    1    9    9    
Vardas5859          Pavarde5859         6    6    9    7    5    7    1    6    10   4    10   
Vardas5860          Pavarde5860         8    8    5    3    8    9    5    5    7    9    1    
Vardas5861          Pavarde5861         8    4    10   7    5    4    8    7    6    10   3    
Vardas5862          Pavarde5862         8    2    3    7    3    3    5    10   7    6    7    
Vardas5863          Pavarde5863         2    10   5    8    6    7    6    5    8    1    3    
Vardas5864          Pavarde5864         6    2    8    9    5    3    7    7    4    9    1    
Vardas5865          Pavarde5865         4    6    4    9    10   3    2    9    3    9    8    
Vardas5866          Pavarde5866         2    5    10   3    5    1    5    9    8    8    7    
Vardas5867          Pavarde5867         4    5    3    1    2    9    4    4    9    5    6    
Vardas5868          Pavarde5868         9    6    2    10   9    1    8    10   3    6    10   
Vardas5869          Pavarde5869         2    8    8    7    6    1    7    1    4    8    7    
Vardas5870          Pavarde5870         8    8    1    7    1    7    3    10   10   2    9    
Vardas5871          Pavarde5871         6    6    9    5    5    2    9    7    9    6    7    
Vardas5872          Pavarde5872         5    10   1    1    10   6    9    6    6    2    7    
Vardas5873          Pavarde5873         8    4    10   3    1    6    4    6    10   5    5    
Vardas5874          Pavarde5874         2    4    4    1    3    6    10   6    4    9    10   
Vardas5875          Pavarde5875         10   6    8    3    6    4    10   3    1    2    2    
Vardas5876          Pavarde5876         3    4    7    3    10   4    5    3    10   5    4    
Vardas5877          Pavarde5877         1    2    8    9    10   10   3    6    9    1    4    
Vardas5878          Pavarde5878         7    3    9    6    9    2    2    3    5    5    9    
Vardas5879          Pavarde5879         3    5    1    10   5    5    5    5    4    1    6    
Vardas5880          Pavarde5880         6    10   8    2    8    1    3    7    7    7    4    
Vardas5881          Pavarde5881         10   3    6    6    2    1    6    2    8    3    2    
Vardas5882          Pavarde5882         3    5    3    5    7    7    10   5    7    9    9    
Vardas5883          Pavarde5883         4    3    6    8    10   9    7    8    2    2    3    
Vardas5884          Pavarde5884         6    8    3    5    5    3    8    3    10   6    5    
Vardas5885          Pavarde5885         7    6    9    1    3    2    5    5    3    10   6    
Vardas5886          Pavarde5886         10   4    9    7    5    6    6    1    1    1    1    
Vardas5887          Pavarde5887         4    6    9    8    7    1    5    4    6    4    8    
Vardas5888          Pavarde5888         10   7    4    3    2    5    2    1    8    3    6    
Vardas5889          Pavarde5889         6    2    5    2    2    10   8    7    7    5    5    
Vardas5890          Pavarde5890         5    4    1    10   9    7    8    8    2    2    1    
Vardas5891          Pavarde5891         4    1    6    3    4    2    7    1    10   4    6    
Vardas5892          Pavarde5892         6    6    4    9    5    6    6    7    9    1    10   
Vardas5893          Pavarde5893         5    1    9    2    1    10   10   6    1    4    9    
Vardas5894          Pavarde5894         8    10   4    8    6    3    4    3    10   1    2    
Vardas5895          Pavarde5895         3    2    6    1    4    4    9    1    5    6    3    
Vardas5896          Pavarde5896         5    9    2    3    2    6    5    4    4    6    5    
Vardas5897          Pavarde5897         5    6    1    4    7    6    7    4    6    2    3    
Vardas5898          Pavarde5898         5    1    5    7    5    10   6    4    1    8    6    
Vardas5899          Pavarde5899         6    3    6    5    6    6    6    6    2    1    10   
Vardas5900          Pavarde5900         10   8    1    6    8    7    3    1    7    10   8    
Vardas5901          Pavarde5901         3    5    10   5    6    1    7    4    8    2    1    
Vardas5902          Pavarde5902         9    8    4    4    10   3    1    4    7    5    4    
Vardas5903          Pavarde5903         10   7    3    7    5    8    10   10   1    2    8    
Vardas5904          Pavarde5904         1    5    10   5    3    4    2    2    2    1    9    
Vardas5905          Pavarde5905         8    1    4    9    5    3    4    7    10   1    1    
Vardas5906          Pavarde5906         8    4    6    6    5    4    6    5    5    6    8    
Vardas5907          Pavarde5907         6    3    6    3    3    3    10   2    6    9    8    
Vardas5908          Pavarde5908         9    2    8    6    9    4    8    4    1    2    8    
Vardas5909          Pavarde5909         3    6    2    3    9    8    10   10   6    4    6    
Vardas5910          Pavarde5910         8    5    8    10   3    4    3    1    10   8    2    
Vardas5911          Pavarde5911         2    1    2    5    7    4    1    9    6    1    8    
Vardas5912          Pavarde5912         6    8    10   5    9    7    1    8    1    6    4    
Vardas5913          Pavarde5913         10   7    3    10   4    5    6    5    9    9    5    
Vardas5914          Pavarde5914         5    5    6    4    3    6    1    1    9    8    1    
Vardas5915          Pavarde5915         9    2    7    2    9    4    10   3    4    2    10   
Vardas5916          Pavarde5916         4    8    2    1    9    6    2    3    10   10   10   
Vardas5917          Pavarde5917         3    2    8    5    9    6    2    2    9    9    5    
Vardas5918          Pavarde5918         9    9    6    8    5    3    5    9    6    7    8    
Vardas5919          Pavarde5919         2    6    4    2    6    1    8    2    4    5    8    
Vardas5920          Pavarde5920         10   6    2    4    9    1    7    9    5    1    1    
Vardas5921          Pavarde5921         7    2    6    2    7    5    2    4    6    10   10   
Vardas5922          Pavarde5922         8    7    4    6    5    2    4    1    1    6    7    
Vardas5923          Pavarde5923         10   4    8    4    9    2    1    10   8    10   8    
Vardas5924          Pavarde5924         10   10   3    10   8    5    7    1    7    7    4    
Vardas5925          Pavarde5925         2    10   5    1    2    7    1    2    5    8    8    
Vardas5926          Pavarde5926         9    9    8    3    7    6    9    8    9    8    3    
Vardas5927          Pavarde5927         9    2    7    2    3    9    8    8    5    6    1    
Vardas5928          Pavarde5928         8    10   9    3    10   9    9    7    8    1    2    
Vardas5929          Pavarde5929         2    9    7    8    6    7    7    2    2    4    4    
Vardas5930          Pavarde5930         1    8    8    9    9    10   8    2    2    3    1    
Vardas5931          Pavarde5931         5    2    5    5    10   4    10   9    6    7    1    
Vardas5932          Pavarde5932         4    10   7    5    9    5    6    6    4    7    7    
Vardas5933          Pavarde5933         2    1    1    3    5    4    9    6    6    3    4    
Vardas5934          Pavarde5934         8    6    9    8    2    3    6    1    5    8    1    
Vardas5935          Pavarde5935         9    8    7    10   2    2    4    2    8    10   3    
Vardas5936          Pavarde5936         10   9    2    7    1    9    2    10   9    8    5    
Vardas5937          Pavarde5937         6    6    10   3    1    7    3    9    6    5    6    
Vardas5938          Pavarde5938         1    2    1    4    4    3    9    7    3    3    10   
Vardas5939          Pavarde5939         10   6    3    4    5    4    10   2    4    5    10   
Vardas5940          Pavarde5940         5    5    4    9    7    1    7    9    7    4    4    
Vardas5941          Pavarde5941         4    7    7    10   9    2    6    3    3    9    9    
Vardas5942          Pavarde5942         9    9    3    10   2    7    1    9    8    1    4    
Vardas5943          Pavarde5943         3    4    9    4    7    7    3    4    2    7    9    
Vardas5944          Pavarde5944         4    9    6    9    1    1    2    7    8    5    5    
Vardas5945          Pavarde5945         5    3    10   3    7    7    4    10   4    2    3    
Vardas5946          Pavarde5946         4    7    7    10   10   9    9    10   3    1    5    
Vardas5947          Pavarde5947         8    10   3    7    10   2    8    3    8    1    2    
Vardas5948          Pavarde5948         5    3    7    4    10   3    1    4    6    6    9    
Vardas5949          Pavarde5949         8    3    7    3    5    8    1    6    2    9    4    
Vardas5950          Pavarde5950         9    1    10   3    8    10   5    7    3    1    8    
Vardas5951          Pavarde5951         4    3    3    9    4    5    6    6    6    7    6    
Vardas5952          Pavarde5952         2    8    8    5    10   1    8    10   3    7    6    
Vardas5953          Pavarde5953         8    1    6    2    5    6    7    10   2    9    4    
Vardas5954          Pavarde5954         2    10   10   8    5    3    7    6    5    7    7    
Vardas5955          Pavarde5955         10   10   2    8    9    9    8    6    1    3    8    
Vardas5956          Pavarde5956         8    4    3    6    7    10   5    9    1    3    3    
Vardas5957          Pavarde5957         9    10   6    5    6    3    1    6    8    2    8    
Vardas5958          Pavarde5958         5    5    9    4    5    3    10   5    3    3    1    
Vardas5959          Pavarde5959         8    9    1    9    9    8    1    9    10   1    6    
Vardas5960          Pavarde5960         5    2    1    4    3    7    10   3    6    2    3    
Vardas5961          Pavarde5961         10   7    2    6    9    6    2    4    6    2    1    
Vardas5962          Pavarde5962         3    2    7    10   2    10   1    10   10   4    10   
Vardas5963          Pavarde5963         7    9    9    7    10   2    9    9    4    10   1    
Vardas5964          Pavarde5964         10   2    2    4    2    5    10   1    10   7    1    
Vardas5965          Pavarde5965         4    2    4    4    2    8    5    5    4    10   2    
Vardas5966          Pavarde5966         3    5    8    9    6    6    6    1    2    6    4    
Vardas5967          Pavarde5967         10   10   1    7    2    9    4    7    2    3    2    
Vardas5968          Pavarde5968         10   8    1    7    10   9    7    10   7    7    9    
Vardas5969          Pavarde5969         1    1    7    6    4    4    2    5    3    3    1    
Vardas5970          Pavarde5970         2    2    9    3    6    6    1    3    9    3    8    
Vardas5971          Pavarde5971         2    10   4    7    1    2    10   2    3    3    1    
Vardas5972          Pavarde5972         3    1    7    6    6    6    1    7    8    10   4    
Vardas5973          Pavarde5973         9    3    1    9    7    2    7    7    3    9    10   
Vardas5974          Pavarde5974         3    5    4    6    3    10   7    7    10   3    7    
Vardas5975          Pavarde5975         2    1    10   3    5    9    9    1    7    2    2    
Vardas5976          Pavarde5976         8    3    9    8    3    7    6    4    8    5    1    
Vardas5977          Pavarde5977         6    2    9    4    7    1    1    4    6    1    6    
Vardas5978          Pavarde5978         3    9    3    1    1    3    5    1    8    8    3    
Vardas5979          Pavarde5979         5    6    7    4    5    4    8    8    9    6    3    
Vardas5980          Pavarde5980         3    3    3    1    4    1    1    10   2    3    5    
Vardas5981          Pavarde5981         5    1    2    10   9    4    5    2    4    7    2    
Vardas5982          Pavarde5982         5    6    7    2    10   9    10   8    4    2    3    
Vardas5983          Pavarde5983         10   2    6    3    6    1    10   6    2    4    8    
Vardas5984          Pavarde5984         6    8    7    4    10   7    4    10   10   5    8    
Vardas5985          Pavarde5985         6    8    3    3    5    7    10   9    10   5    4    
Vardas5986          Pavarde5986         8    7    9    3    6    8    4    10   10   3    3    
Vardas5987          Pavarde5987         5    2    10   4    9    10   4    5    6    5    9    
Vardas5988          Pavarde5988         10   4    9    10   10   6    3    10   3    6    5    
Vardas5989          Pavarde5989         5    3    1    6    8    8    9    9    2    6    1    
Vardas5990          Pavarde5990         9    3    5    1    7    4    1    8    3    5    5    
Vardas5991          Pavarde5991         10   2    6    6    3    10   3    10   5    4    6    
Vardas5992          Pavarde5992         4    3    5    7    3    4    1    5    3    8    5    
Vardas5993          Pavarde5993         6    3    8    5    1    1    10   7    9    4    9    
Vardas5994          Pavarde5994         2    1    5    5    6    5    7    7    6    4    8    
Vardas5995          Pavarde5995         7    7    7    10   2    2    8    2    8    1    4    
Vardas5996          Pavarde5996         8    8    1    2    9    2    1    10   9    1    5    
Vardas5997          Pavarde5997         9    4    4    1    10   1    9    9    2    4    7    
Vardas5998          Pavarde5998         2    2    7    1    3    4    7    9    3    2    3    
Vardas5999          Pavarde5999         1    10   7    1    9    10   4    7    3    6    4    
Vardas6000          Pavarde6000         2    2    10   1    5    8    1    8    6    8    5    
Vardas6001          Pavarde6001         3    9    8    8    6    9    9    6    8    8    4    
Vardas6002          Pavarde6002         6    10   5    6    4    3    1    1    9    2    10   
Vardas6003          Pavarde6003         5    7    2    6    8    4    4    5    7    8    8    
Vardas6004          Pavarde6004         2    5    2    8    10   10   6    2    6    10   1    
Vardas6005          Pavarde6005         7    5    9    9    9    2    1    6    2    5    3    
Vardas6006          Pavarde6006         1    5    1    6    4    10   7    2    10   9    1    
Vardas6007          Pavarde6007         5    1    6    5    7    9    6    2    9    10   1    
Vardas6008          Pavarde6008         8    4    3    6    3    1    5    5    10   4    9    
Vardas6009          Pavarde6009         5    8    9    2    7    5    10   6    1    10   3    
Vardas6010          Pavarde6010         4    3    6    9    5    10   1    3    6    2    8    
Vardas6011          Pavarde6011         6    6    9    5    4    10   9    10   4    4    4    
Vardas6012          Pavarde6012         2    7    5    6    10   6    8    7    2    9    3    
Vardas6013          Pavarde6013         5    1    4    8    8    4    1    3    2    10   8    
Vardas6014          Pavarde6014         6    9    5    7    1    6    5    1    5    7    3    
Vardas6015          Pavarde6015         5    5    7    2    6    6    7    8    6    6    6    
Vardas6016          Pavarde6016         1    7    6    2    2    5    8    4    2    5    5    
Vardas6017          Pavarde6017         6    7    10   6    7    8    3    8    10   2    8    
Vardas6018          Pavarde6018         5    4    6    5    5    9    9    7    10   5    7    
Vardas6019          Pavarde6019         5    7    2    8    7    1    5    2    7    9    10   
Vardas6020          Pavarde6020         4    10   1    10   5    10   8    7    7    8    9    
Vardas6021          Pavarde6021         9    8    6    3    9    4    10   5    4    3    4    
Vardas6022          Pavarde6022         8    2    10   1    4    5    4    2    10   8    7    
Vardas6023          Pavarde6023         10   2    9    10   2    8    3    2    5    1    3    
Vardas6024          Pavarde6024         5    7    3    7    5    7    2    1    9    7    1    
Vardas6025          Pavarde6025         5    7    4    3    10   2    6    7    6    9    4    
Vardas6026          Pavarde6026         9    6    6    6    10   4    5    6    3    10   9    
Vardas6027          Pavarde6027         6    7    5    7    2    5    3    10   10   9    2    
Vardas6028          Pavarde6028         6    3    2    6    1    2    6    10   7    9    5    
Vardas6029          Pavarde6029         8    4    1    1    5    9    6    9    4    3    10   
Vardas6030          Pavarde6030         8    9    8    7    7    7    8    8    1    10   6    
Vardas6031          Pavarde6031         2    1    7    4    6    7    3    4    3    10   2    
Vardas6032          Pavarde6032         8    2    5    4    2    8    3    6    2    10   10   
Vardas6033          Pavarde6033         3    6    4    4    2    2    2    1    1    2    3    
Vardas6034          Pavarde6034         4    3    10   10   10   7    5    3    2    8    6    
Vardas6035          Pavarde6035         5    2    5    1    4    4    1    3    9    5    9    
Vardas6036          Pavarde6036         4    3    4    9    5    6    1    8    9    6    8    
Vardas6037          Pavarde6037         2    5    1    1    4    10   10   1    10   9    10   
Vardas6038          Pavarde6038         8    7    3    3    10   3    1    4    6    3    7    
Vardas6039          Pavarde6039         10   5    3    4    5    4    9    10   8    7    6    
Vardas6040          Pavarde6040         4    5    3    3    2    6    1    10   5    10   10   
Vardas6041          Pavarde6041         6    6    10   10   6    2    3    7    8    10   1    
Vardas6042          Pavarde6042         9    1    6    8    1    4    1    7    3    9    10   
Vardas6043          Pavarde6043         1    1    9    9    10   5    1    1    8    4    10   
Vardas6044          Pavarde6044         4    1    9    5    7    8    5    9    2    8    9    
Vardas6045          Pavarde6045         8    10   5    8    5    1    3    4    7    6    8    
Vardas6046          Pavarde6046         3    5    3    7    6    6    1    3    7    7    10   
Vardas6047          Pavarde6047         9    7    6    10   4    8    4    9    1    6    3    
Vardas6048          Pavarde6048         9    2    6    7    4    9    10   5    5    4    8    
Vardas6049          Pavarde6049         2    1    3    6    4    9    5    6    4    1    10   
Vardas6050          Pavarde6050         10   3    2    2    1    7    5    8    8    10   3    
Vardas6051          Pavarde6051         4    5    7    7    2    9    8    9    8    6    3    
Vardas6052          Pavarde6052         6    8    10   2    8    8    5    8    7    5    6    
Vardas6053          Pavarde6053         2    7    4    6    5    7    6    8    3    3    4    
Vardas6054          Pavarde6054         7    4    4    2    1    4    5    1    1    7    6    
Vardas6055          Pavarde6055         3    2    1    3    10   4    3    6    8    1    8    
Vardas6056          Pavarde6056         8    3    3    2    1    10   10   6    2    3    10   
Vardas6057          Pavarde6057         5    8    1    5    5    5    8    3    1    1    9    
Vardas6058          Pavarde6058         8    2    8    5    7    3    5    6    6    8    2    
Vardas6059          Pavarde6059         8    2    6    4    9    10   6    3    4    8    9    
Vardas6060          Pavarde6060         2    2    6    10   6    7    2    2    6    7    4    
Vardas6061          Pavarde6061         10   9    9    10   10   10   6    9    8    1    3    
Vardas6062          Pavarde6062         5    5    1    5    10   4    9    9    9    2    10   
Vardas6063          Pavarde6063         7    8    5    8    4    10   4    7    2    6    2    
Vardas6064          Pavarde6064         7    6    9    9    10   10   8    6    4    5    3    
Vardas6065          Pavarde6065         2    3    2    2    2    9    6    1    10   7    2    
Vardas6066          Pavarde6066         8    8    4    10   9    5    3    6    8    4    2    
Vardas6067          Pavarde6067         2    10   7    2    3    3    8    5    1    9    10   
